month,eco,opening,bin,n,ww,bw,wsw,bsw,n_close,ww_close,bw_close
2019-03,A00,Anderssen Opening,1000,1,0,1,0,1,1,0,1
2019-03,A00,Anderssen Opening,1200,4,2,2,0,1,4,2,2
2019-03,A00,Anderssen Opening,1400,1,0,1,0,0,0,0,0
2019-03,A00,Anderssen Opening,1600,7,3,4,0,0,5,2,3
2019-03,A00,Barnes Opening: Walkerling,800,1,0,1,0,1,1,0,1
2019-03,A00,Barnes Opening: Walkerling,1000,1,0,1,0,1,0,0,0
2019-03,A00,Barnes Opening: Walkerling,1200,2,0,2,0,0,2,0,2
2019-03,A00,Barnes Opening: Walkerling,1400,2,1,1,1,1,2,1,1
2019-03,A00,Clemenz Opening,1000,1,1,0,0,0,1,1,0
2019-03,A00,Clemenz Opening,1200,4,3,1,0,0,4,3,1
2019-03,A00,Clemenz Opening,1400,5,4,1,0,0,5,4,1
2019-03,A00,Clemenz Opening,1600,1,1,0,0,0,1,1,0
2019-03,A00,Clemenz Opening,1800,3,2,1,0,1,3,2,1
2019-03,A00,Clemenz Opening,2000,1,0,1,0,0,1,0,1
2019-03,A00,Clemenz Opening,2200,1,0,1,0,0,1,0,1
2019-03,A00,Clemenz Opening,2400,1,0,1,0,0,0,0,0
2019-03,A00,Crab Opening,1000,1,0,1,0,0,0,0,0
2019-03,A00,Creepy Crawly Formation: Classical Defense,1400,3,2,1,0,0,3,2,1
2019-03,A00,Gedult's Opening,800,1,1,0,0,0,1,1,0
2019-03,A00,Gedult's Opening,1200,1,0,1,0,0,1,0,1
2019-03,A00,Gedult's Opening,1400,5,3,2,0,0,3,2,1
2019-03,A00,Gedult's Opening,1600,2,1,1,0,0,1,0,1
2019-03,A00,Gedult's Opening,1800,1,0,1,0,1,0,0,0
2019-03,A00,Gedult's Opening,2000,2,1,1,0,0,1,0,1
2019-03,A00,Global Opening,1400,1,1,0,0,0,1,1,0
2019-03,A00,Grob Opening,800,13,6,6,1,3,11,5,5
2019-03,A00,Grob Opening,1000,6,3,3,0,0,6,3,3
2019-03,A00,Grob Opening,1200,22,16,6,5,0,18,13,5
2019-03,A00,Grob Opening,1400,14,8,6,1,1,13,7,6
2019-03,A00,Grob Opening,1600,5,2,3,0,0,3,2,1
2019-03,A00,Grob Opening,1800,5,1,4,0,1,5,1,4
2019-03,A00,Grob Opening,2000,3,1,2,0,0,3,1,2
2019-03,A00,Grob Opening: Double Grob,1200,1,1,0,0,0,1,1,0
2019-03,A00,Grob Opening: Grob Gambit,800,1,1,0,0,0,0,0,0
2019-03,A00,Grob Opening: Grob Gambit,1200,1,1,0,1,0,1,1,0
