month,eco,opening,bin,n,ww,bw,wsw,bsw,n_close,ww_close,bw_close
2021-01,A00,Amar Gambit,1600,1,0,1,0,0,1,0,1
2021-01,A00,Amar Gambit,2000,1,1,0,0,0,0,0,0
2021-01,A00,Amar Gambit,2200,2,1,1,0,0,1,1,0
2021-01,A00,Amar Gambit,2400,1,1,0,0,0,1,1,0
2021-01,A00,Amar Opening,600,764,290,402,75,112,537,216,272
2021-01,A00,Amar Opening,800,2062,826,1058,263,317,1395,577,716
2021-01,A00,Amar Opening,1000,2205,757,1258,211,368,1263,487,677
2021-01,A00,Amar Opening,1200,2030,711,1129,147,324,1039,433,521
2021-01,A00,Amar Opening,1400,1849,669,1009,116,278,1084,443,555
2021-01,A00,Amar Opening,1600,1099,458,582,66,118,669,277,352
2021-01,A00,Amar Opening,1800,1505,740,713,94,90,1122,562,523
2021-01,A00,Amar Opening,2000,734,323,375,24,38,489,237,227
2021-01,A00,Amar Opening,2200,221,104,109,5,9,137,68,66
2021-01,A00,Amar Opening,2400,68,34,30,5,3,43,19,21
2021-01,A00,Amar Opening: Gent Gambit,1200,1,0,1,0,1,1,0,1
2021-01,A00,Amar Opening: Gent Gambit,1400,1,1,0,1,0,1,1,0
2021-01,A00,Amar Opening: Gent Gambit,1600,1,0,1,0,0,1,0,1
2021-01,A00,Amar Opening: Gent Gambit,2000,4,0,2,0,0,3,0,1
2021-01,A00,Amar Opening: Paris Gambit,600,1,0,0,0,0,1,0,0
2021-01,A00,Amar Opening: Paris Gambit,800,7,2,3,1,2,7,2,3
2021-01,A00,Amar Opening: Paris Gambit,1000,9,4,4,0,1,5,4,1
2021-01,A00,Amar Opening: Paris Gambit,1200,4,1,3,0,2,4,1,3
2021-01,A00,Amar Opening: Paris Gambit,1400,14,8,6,1,3,12,7,5
2021-01,A00,Amar Opening: Paris Gambit,1600,21,9,11,1,4,19,8,10
2021-01,A00,Amar Opening: Paris Gambit,1800,5,2,3,0,1,2,1,1
2021-01,A00,Amar Opening: Paris Gambit,2000,6,1,3,0,1,5,0,3
2021-01,A00,Amar Opening: Paris Gambit,2200,6,2,4,0,1,4,2,2
2021-01,A00,Amsterdam Attack,600,3,2,1,0,0,2,2,0
2021-01,A00,Amsterdam Attack,800,4,4,0,0,0,2,2,0
2021-01,A00,Amsterdam Attack,1000,12,9,3,2,2,11,8,3
2021-01,A00,Amsterdam Attack,1200,16,5,11,0,1,16,5,11
2021-01,A00,Amsterdam Attack,1400,15,8,7,0,2,12,7,5
2021-01,A00,Amsterdam Attack,1600,22,11,11,2,3,18,9,9
2021-01,A00,Amsterdam Attack,1800,4,4,0,0,0,4,4,0
2021-01,A00,Amsterdam Attack,2000,2,1,0,0,0,1,0,0
2021-01,A00,Anderssen Opening,600,338,120,180,22,58,205,75,103
2021-01,A00,Anderssen Opening,800,995,357,525,75,124,615,238,316
2021-01,A00,Anderssen Opening,1000,2248,973,1069,195,227,1662,784,763
2021-01,A00,Anderssen Opening,1200,4065,1743,2017,266,359,3078,1400,1515
2021-01,A00,Anderssen Opening,1400,5520,2429,2776,323,475,4465,2040,2211
2021-01,A00,Anderssen Opening,1600,5537,2609,2687,291,418,4428,2146,2091
2021-01,A00,Anderssen Opening,1800,4592,2229,2138,282,250,3527,1709,1645
2021-01,A00,Anderssen Opening,2000,2715,1281,1242,122,148,2055,975,941
2021-01,A00,Anderssen Opening,2200,1009,465,466,34,49,723,350,317
2021-01,A00,Anderssen Opening,2400,227,92,115,6,20,171,71,90
2021-01,A00,Anderssen Opening: Polish Gambit,600,4,3,0,1,0,1,0,0
2021-01,A00,Anderssen Opening: Polish Gambit,800,7,3,4,0,1,3,1,2
2021-01,A00,Anderssen Opening: Polish Gambit,1000,11,2,5,1,1,7,2,3
2021-01,A00,Anderssen Opening: Polish Gambit,1200,15,9,5,1,2,9,4,4
2021-01,A00,Anderssen Opening: Polish Gambit,1400,22,11,8,2,3,17,9,5
2021-01,A00,Anderssen Opening: Polish Gambit,1600,5,3,2,0,0,3,1,2
2021-01,A00,Anderssen Opening: Polish Gambit,1800,11,4,7,0,0,10,4,6
2021-01,A00,Anderssen Opening: Polish Gambit,2000,14,7,6,1,0,9,6,3
2021-01,A00,Anderssen Opening: Polish Gambit,2200,2,2,0,0,0,2,2,0
