month,eco,opening,bin,n,ww,bw,wsw,bsw,n_close,ww_close,bw_close
2019-08,A00,Amar Gambit,1600,1,0,1,0,0,1,0,1
2019-08,A00,Amar Gambit,2000,1,0,1,0,1,1,0,1
2019-08,A00,Amar Gambit,2200,3,3,0,1,0,0,0,0
2019-08,A00,Amar Gambit,2400,1,1,0,0,0,0,0,0
2019-08,A00,Amar Opening: Gent Gambit,2000,1,1,0,0,0,0,0,0
2019-08,A00,Amar Opening: Paris Gambit,600,1,0,1,0,0,1,0,1
2019-08,A00,Amar Opening: Paris Gambit,800,12,3,9,1,2,5,1,4
2019-08,A00,Amar Opening: Paris Gambit,1000,6,1,5,1,1,4,1,3
2019-08,A00,Amar Opening: Paris Gambit,1200,8,4,4,2,1,5,3,2
2019-08,A00,Amar Opening: Paris Gambit,1400,7,1,6,0,3,4,0,4
2019-08,A00,Amar Opening: Paris Gambit,1600,5,2,3,0,1,5,2,3
2019-08,A00,Amar Opening: Paris Gambit,1800,1,0,1,0,0,1,0,1
2019-08,A00,Amar Opening: Paris Gambit,2000,1,1,0,0,0,1,1,0
2019-08,A00,Amsterdam Attack,1000,7,3,4,1,0,5,1,4
2019-08,A00,Amsterdam Attack,1200,11,7,4,0,0,10,7,3
2019-08,A00,Amsterdam Attack,1400,6,4,1,1,0,6,4,1
2019-08,A00,Amsterdam Attack,1600,8,2,6,0,1,5,2,3
2019-08,A00,Amsterdam Attack,1800,1,1,0,0,0,0,0,0
2019-08,A00,Anderssen Opening,600,10,4,5,3,3,6,2,3
2019-08,A00,Anderssen Opening,800,394,174,211,42,71,258,114,141
2019-08,A00,Anderssen Opening,1000,962,445,487,80,91,765,360,384
2019-08,A00,Anderssen Opening,1200,1867,889,914,135,178,1599,768,776
2019-08,A00,Anderssen Opening,1400,1698,715,902,128,136,1295,586,649
2019-08,A00,Anderssen Opening,1600,1547,706,789,86,134,1077,541,497
2019-08,A00,Anderssen Opening,1800,1486,744,648,85,69,916,425,428
2019-08,A00,Anderssen Opening,2000,1523,736,683,82,47,974,461,439
2019-08,A00,Anderssen Opening,2200,233,110,109,13,11,152,71,70
2019-08,A00,Anderssen Opening,2400,46,21,21,2,0,25,14,8
2019-08,A00,Anderssen Opening: Polish Gambit,800,2,1,1,0,1,0,0,0
2019-08,A00,Anderssen Opening: Polish Gambit,1000,3,1,2,0,1,1,0,1
2019-08,A00,Anderssen Opening: Polish Gambit,1200,11,9,2,2,0,11,9,2
2019-08,A00,Anderssen Opening: Polish Gambit,1400,8,4,4,1,2,5,3,2
2019-08,A00,Anderssen Opening: Polish Gambit,1600,7,3,4,0,2,3,3,0
2019-08,A00,Anderssen Opening: Polish Gambit,1800,10,3,7,2,2,9,3,6
2019-08,A00,Anderssen Opening: Polish Gambit,2000,1,1,0,0,0,0,0,0
2019-08,A00,Anderssen Opening: Polish Gambit,2200,1,1,0,0,0,1,1,0
2019-08,A00,Barnes Opening: Fool's Mate,600,2,0,2,0,2,1,0,1
2019-08,A00,Barnes Opening: Fool's Mate,800,10,0,10,0,10,4,0,4
2019-08,A00,Barnes Opening: Fool's Mate,1000,16,0,16,0,16,9,0,9
2019-08,A00,Barnes Opening: Fool's Mate,1200,13,0,13,0,13,10,0,10
2019-08,A00,Barnes Opening: Fool's Mate,1400,21,0,21,0,21,7,0,7
2019-08,A00,Barnes Opening: Fool's Mate,1600,6,0,6,0,6,3,0,3
2019-08,A00,Barnes Opening: Fool's Mate,1800,6,0,6,0,6,3,0,3
2019-08,A00,Barnes Opening: Fool's Mate,2000,8,0,8,0,8,6,0,6
2019-08,A00,Barnes Opening: Fool's Mate,2200,1,0,1,0,1,0,0,0
2019-08,A00,Barnes Opening: Gedult Gambit,800,2,2,0,0,0,2,2,0
2019-08,A00,Barnes Opening: Gedult Gambit,2000,2,1,1,0,0,2,1,1
2019-08,A00,Barnes Opening: Gedult Gambit #2,600,1,1,0,0,0,0,0,0
2019-08,A00,Barnes Opening: Gedult Gambit #2,1000,2,2,0,0,0,1,1,0
2019-08,A00,Barnes Opening: Gedult Gambit #2,1400,4,4,0,0,0,4,4,0
2019-08,A00,Barnes Opening: Gedult Gambit #2,1600,5,1,4,1,1,4,1,3
2019-08,A00,Barnes Opening: Gedult Gambit #2,1800,7,4,3,2,0,5,2,3
2019-08,A00,Barnes Opening: Gedult Gambit #2,2000,3,1,1,0,0,2,1,0
2019-08,A00,Barnes Opening: Walkerling,600,14,8,4,1,1,8,4,3
2019-08,A00,Barnes Opening: Walkerling,800,199,91,98,14,23,128,67,55
