month,eco,opening,bin,n,ww,bw,wsw,bsw,n_close,ww_close,bw_close
2021-06,A00,Amar Gambit,1000,1,0,1,0,0,1,0,1
2021-06,A00,Amar Gambit,1200,1,0,1,0,1,0,0,0
2021-06,A00,Amar Gambit,1600,1,0,1,0,1,0,0,0
2021-06,A00,Amar Gambit,1800,1,0,1,0,1,1,0,1
2021-06,A00,Amar Gambit,2200,1,1,0,0,0,1,1,0
2021-06,A00,Amar Opening,600,818,307,434,91,154,550,216,287
2021-06,A00,Amar Opening,800,2144,753,1192,177,335,1286,477,708
2021-06,A00,Amar Opening,1000,2960,1096,1583,248,437,1680,697,873
2021-06,A00,Amar Opening,1200,2771,917,1486,153,424,1249,447,633
2021-06,A00,Amar Opening,1400,2036,635,1165,109,303,951,313,522
2021-06,A00,Amar Opening,1600,1429,539,797,91,148,720,308,360
2021-06,A00,Amar Opening,1800,1327,598,674,74,93,870,435,401
2021-06,A00,Amar Opening,2000,1044,510,493,50,45,699,336,334
2021-06,A00,Amar Opening,2200,401,181,193,14,14,286,137,128
2021-06,A00,Amar Opening,2400,83,44,35,4,6,53,27,23
2021-06,A00,Amar Opening: Gent Gambit,1800,1,0,1,0,0,1,0,1
2021-06,A00,Amar Opening: Gent Gambit,2000,1,1,0,0,0,0,0,0
2021-06,A00,Amar Opening: Gent Gambit,2200,1,0,1,0,0,0,0,0
2021-06,A00,Amar Opening: Paris Gambit,600,1,0,1,0,0,1,0,1
2021-06,A00,Amar Opening: Paris Gambit,800,19,8,11,1,1,16,8,8
2021-06,A00,Amar Opening: Paris Gambit,1000,42,23,18,6,3,38,19,18
2021-06,A00,Amar Opening: Paris Gambit,1200,32,15,16,6,7,25,12,12
2021-06,A00,Amar Opening: Paris Gambit,1400,33,17,15,5,7,30,16,14
2021-06,A00,Amar Opening: Paris Gambit,1600,30,14,14,3,2,24,12,11
2021-06,A00,Amar Opening: Paris Gambit,1800,70,36,30,9,6,66,35,28
2021-06,A00,Amar Opening: Paris Gambit,2000,17,7,10,0,0,13,5,8
2021-06,A00,Amar Opening: Paris Gambit,2200,7,2,4,1,0,3,2,1
2021-06,A00,Amsterdam Attack,800,6,3,2,1,0,6,3,2
2021-06,A00,Amsterdam Attack,1000,11,8,3,3,0,9,6,3
2021-06,A00,Amsterdam Attack,1200,15,9,6,0,1,11,8,3
2021-06,A00,Amsterdam Attack,1400,24,11,11,3,2,23,11,11
2021-06,A00,Amsterdam Attack,1600,9,4,5,0,1,7,3,4
2021-06,A00,Amsterdam Attack,1800,11,9,1,0,0,5,4,1
2021-06,A00,Amsterdam Attack,2000,4,3,1,0,0,2,2,0
2021-06,A00,Amsterdam Attack,2200,1,1,0,0,0,1,1,0
2021-06,A00,Anderssen Opening,600,396,134,206,24,46,239,87,124
2021-06,A00,Anderssen Opening,800,1270,430,669,74,174,699,261,343
2021-06,A00,Anderssen Opening,1000,2800,1080,1365,181,316,1765,779,829
2021-06,A00,Anderssen Opening,1200,4193,1711,1989,283,357,2761,1245,1276
2021-06,A00,Anderssen Opening,1400,4951,2094,2448,288,430,3689,1676,1792
2021-06,A00,Anderssen Opening,1600,4389,2003,2133,256,301,3459,1667,1617
2021-06,A00,Anderssen Opening,1800,4332,2053,2071,248,241,3454,1646,1634
2021-06,A00,Anderssen Opening,2000,2981,1471,1301,137,146,2199,1069,980
2021-06,A00,Anderssen Opening,2200,1192,561,543,53,59,773,363,364
2021-06,A00,Anderssen Opening,2400,459,207,209,25,12,327,142,150
2021-06,A00,Anderssen Opening: Polish Gambit,600,1,0,1,0,1,1,0,1
2021-06,A00,Anderssen Opening: Polish Gambit,800,16,6,9,0,3,7,4,3
2021-06,A00,Anderssen Opening: Polish Gambit,1000,21,7,9,1,1,6,1,4
2021-06,A00,Anderssen Opening: Polish Gambit,1200,31,9,16,1,3,18,2,11
