month,eco,opening,bin,n,ww,bw,wsw,bsw,n_close,ww_close,bw_close
2019-04,A00,Anderssen Opening,800,1,1,0,0,0,1,1,0
2019-04,A00,Anderssen Opening,1000,2,1,1,0,0,2,1,1
2019-04,A00,Anderssen Opening,1200,3,2,1,0,0,1,0,1
2019-04,A00,Anderssen Opening,1400,2,1,1,1,0,0,0,0
2019-04,A00,Anderssen Opening,1600,2,0,2,0,0,1,0,1
2019-04,A00,Anderssen Opening,2000,4,2,2,0,1,3,2,1
2019-04,A00,Anderssen Opening: Polish Gambit,1000,1,1,0,1,0,1,1,0
2019-04,A00,Barnes Opening: Walkerling,1200,1,0,1,0,0,1,0,1
2019-04,A00,Barnes Opening: Walkerling,1400,1,0,1,0,1,0,0,0
2019-04,A00,Clemenz Opening,1000,4,4,0,1,0,4,4,0
2019-04,A00,Clemenz Opening,1400,3,1,2,0,0,3,1,2
2019-04,A00,Clemenz Opening,1600,3,1,2,0,0,1,1,0
2019-04,A00,Clemenz Opening,2000,1,1,0,0,0,1,1,0
2019-04,A00,Clemenz Opening: Spike Lee Gambit,1200,1,1,0,0,0,1,1,0
2019-04,A00,Crab Opening,1000,4,0,4,0,1,1,0,1
2019-04,A00,Crab Opening,1200,1,1,0,0,0,1,1,0
2019-04,A00,Crab Opening,1400,2,1,1,1,0,2,1,1
2019-04,A00,Creepy Crawly Formation: Classical Defense,1000,2,0,2,0,0,2,0,2
2019-04,A00,Creepy Crawly Formation: Classical Defense,1400,1,0,1,0,0,1,0,1
2019-04,A00,Gedult's Opening,800,2,2,0,1,0,1,1,0
2019-04,A00,Gedult's Opening,1000,9,4,5,0,1,7,4,3
2019-04,A00,Gedult's Opening,1200,4,1,2,0,1,2,0,2
2019-04,A00,Gedult's Opening,1400,4,1,2,1,0,3,1,2
2019-04,A00,Gedult's Opening,1600,4,2,2,0,1,4,2,2
2019-04,A00,Gedult's Opening,1800,5,4,1,3,1,3,2,1
2019-04,A00,Gedult's Opening,2000,1,0,1,0,0,0,0,0
2019-04,A00,Grob Opening,800,4,2,2,0,1,2,1,1
2019-04,A00,Grob Opening,1000,6,1,5,0,2,6,1,5
2019-04,A00,Grob Opening,1200,25,11,13,3,4,21,10,10
2019-04,A00,Grob Opening,1400,14,5,9,2,2,11,2,9
2019-04,A00,Grob Opening,1600,9,4,5,0,0,6,3,3
2019-04,A00,Grob Opening,1800,2,1,1,0,0,1,0,1
2019-04,A00,Grob Opening,2000,5,4,1,1,0,3,2,1
2019-04,A00,Grob Opening: Double Grob,1000,1,0,1,0,1,1,0,1
2019-04,A00,Grob Opening: Grob Gambit,1800,3,2,1,0,0,3,2,1
2019-04,A00,Grob Opening: Grob Gambit Declined,1200,1,0,1,0,0,1,0,1
2019-04,A00,"Grob Opening: Grob Gambit, Fritz Gambit",1400,2,1,1,0,0,1,1,0
2019-04,A00,"Grob Opening: Grob Gambit, Fritz Gambit",1600,3,2,1,0,0,3,2,1
2019-04,A00,"Grob Opening: Grob Gambit, Fritz Gambit",1800,1,0,1,0,0,0,0,0
2019-04,A00,"Grob Opening: Grob Gambit, Fritz Gambit",2000,1,1,0,0,0,1,1,0
2019-04,A00,Grob Opening: Spike Attack,1600,1,1,0,0,0,0,0,0
2019-04,A00,Grob Opening: Spike Attack,2200,1,1,0,0,0,1,1,0
2019-04,A00,"Grob Opening: Spike, Hurst Attack",1000,1,0,1,0,0,0,0,0
2019-04,A00,"Grob Opening: Spike, Hurst Attack",1600,3,2,1,0,0,3,2,1
2019-04,A00,Hungarian Opening,800,18,11,6,2,3,15,9,5
2019-04,A00,Hungarian Opening,1000,42,15,23,3,4,35,13,19
2019-04,A00,Hungarian Opening,1200,58,28,27,4,5,48,24,21
2019-04,A00,Hungarian Opening,1400,71,32,33,2,4,63,29,28
2019-04,A00,Hungarian Opening,1600,41,21,20,2,1,28,12,16
2019-04,A00,Hungarian Opening,1800,17,6,7,1,1,14,5,7
2019-04,A00,Hungarian Opening,2000,10,5,3,2,0,7,3,3
2019-04,A00,Hungarian Opening,2400,1,1,0,0,0,1,1,0
2019-04,A00,Hungarian Opening: Catalan Formation,1000,5,2,3,0,0,4,2,2
2019-04,A00,Hungarian Opening: Catalan Formation,1200,6,1,5,0,0,4,1,3
2019-04,A00,Hungarian Opening: Catalan Formation,1400,8,4,4,0,0,7,3,4
2019-04,A00,Hungarian Opening: Catalan Formation,1600,6,2,4,1,1,5,1,4
2019-04,A00,Hungarian Opening: Catalan Formation,1800,1,0,0,0,0,1,0,0
2019-04,A00,Hungarian Opening: Catalan Formation,2000,1,1,0,0,0,1,1,0
2019-04,A00,Hungarian Opening: Dutch Defense,1200,1,1,0,0,0,1,1,0
2019-04,A00,Hungarian Opening: Dutch Defense,1400,2,0,2,0,0,1,0,1
2019-04,A00,Hungarian Opening: Dutch Defense,2000,1,1,0,1,0,1,1,0
2019-04,A00,Hungarian Opening: Indian Defense,800,1,0,1,0,0,1,0,1
2019-04,A00,Hungarian Opening: Indian Defense,1000,2,1,1,0,0,1,0,1
2019-04,A00,Hungarian Opening: Indian Defense,1200,7,4,3,1,0,6,4,2
2019-04,A00,Hungarian Opening: Indian Defense,1400,5,1,4,0,0,5,1,4
2019-04,A00,Hungarian Opening: Indian Defense,1600,4,1,3,0,0,4,1,3
2019-04,A00,Hungarian Opening: Indian Defense,1800,4,1,3,0,0,2,1,1
2019-04,A00,Hungarian Opening: Indian Defense,2000,5,4,1,0,0,4,3,1
2019-04,A00,Hungarian Opening: Indian Defense,2200,1,1,0,0,0,0,0,0
2019-04,A00,Hungarian Opening: Myers Defense,1600,1,1,0,0,0,0,0,0
2019-04,A00,Hungarian Opening: Reversed Alekhine,1000,2,1,1,0,0,2,1,1
2019-04,A00,Hungarian Opening: Reversed Modern Defense,800,1,0,1,0,0,1,0,1
2019-04,A00,Hungarian Opening: Reversed Modern Defense,1400,2,0,2,0,0,2,0,2
2019-04,A00,Hungarian Opening: Reversed Modern Defense,1600,2,1,1,0,0,1,0,1
2019-04,A00,Hungarian Opening: Reversed Modern Defense,1800,1,1,0,0,0,1,1,0
2019-04,A00,Hungarian Opening: Reversed Modern Defense,2000,1,1,0,0,0,0,0,0
2019-04,A00,Hungarian Opening: Sicilian Invitation,1000,1,0,1,0,0,1,0,1
2019-04,A00,Hungarian Opening: Sicilian Invitation,1200,7,2,5,1,0,7,2,5
2019-04,A00,Hungarian Opening: Sicilian Invitation,1400,9,5,3,0,1,8,4,3
2019-04,A00,Hungarian Opening: Sicilian Invitation,1600,3,3,0,0,0,1,1,0
2019-04,A00,Hungarian Opening: Sicilian Invitation,1800,3,2,0,0,0,2,1,0
2019-04,A00,Hungarian Opening: Sicilian Invitation,2000,1,0,1,0,0,1,0,1
2019-04,A00,Hungarian Opening: Slav Formation,800,1,0,1,0,1,0,0,0
2019-04,A00,Hungarian Opening: Slav Formation,1000,1,0,1,0,0,1,0,1
2019-04,A00,Hungarian Opening: Slav Formation,1200,4,1,3,0,1,4,1,3
2019-04,A00,Hungarian Opening: Slav Formation,1400,11,6,4,0,0,8,6,2
2019-04,A00,Hungarian Opening: Slav Formation,1600,7,3,4,0,0,3,1,2
2019-04,A00,Hungarian Opening: Slav Formation,1800,2,1,1,1,0,0,0,0
2019-04,A00,Hungarian Opening: Slav Formation,2400,1,1,0,0,0,0,0,0
