month,eco,opening,bin,n,ww,bw,wsw,bsw,n_close,ww_close,bw_close
2020-07,A00,Amar Gambit,1400,1,0,1,0,1,0,0,0
2020-07,A00,Amar Gambit,2000,1,0,1,0,0,0,0,0
2020-07,A00,Amar Gambit,2200,1,0,1,0,0,0,0,0
2020-07,A00,Amar Gambit,2400,1,0,1,0,0,1,0,1
2020-07,A00,Amar Opening,600,135,47,73,16,21,89,33,46
2020-07,A00,Amar Opening,800,906,340,506,93,165,631,248,339
2020-07,A00,Amar Opening,1000,1348,464,775,100,227,762,293,410
2020-07,A00,Amar Opening,1200,1790,626,997,128,290,1010,408,514
2020-07,A00,Amar Opening,1400,1787,621,1015,106,296,1011,387,552
2020-07,A00,Amar Opening,1600,1440,567,805,70,177,794,354,405
2020-07,A00,Amar Opening,1800,1329,598,675,84,89,933,460,437
2020-07,A00,Amar Opening,2000,1053,516,484,56,57,790,404,344
2020-07,A00,Amar Opening,2200,294,132,133,16,15,221,96,99
2020-07,A00,Amar Opening,2400,87,27,51,2,10,46,16,25
2020-07,A00,Amar Opening: Gent Gambit,1800,1,1,0,0,0,0,0,0
2020-07,A00,Amar Opening: Gent Gambit,2200,1,1,0,0,0,1,1,0
2020-07,A00,Amar Opening: Paris Gambit,800,1,0,1,0,0,1,0,1
2020-07,A00,Amar Opening: Paris Gambit,1000,2,2,0,0,0,2,2,0
2020-07,A00,Amar Opening: Paris Gambit,1400,4,1,3,0,2,3,1,2
2020-07,A00,Amar Opening: Paris Gambit,1600,5,3,2,0,1,4,2,2
2020-07,A00,Amar Opening: Paris Gambit,1800,9,6,3,1,2,5,3,2
2020-07,A00,Amar Opening: Paris Gambit,2000,12,6,5,2,1,5,2,3
2020-07,A00,Amar Opening: Paris Gambit,2200,3,2,1,0,0,3,2,1
2020-07,A00,Amsterdam Attack,800,3,2,1,1,0,3,2,1
2020-07,A00,Amsterdam Attack,1000,9,3,6,1,2,8,2,6
2020-07,A00,Amsterdam Attack,1200,20,10,10,3,2,19,10,9
2020-07,A00,Amsterdam Attack,1400,14,6,5,0,1,10,3,5
2020-07,A00,Amsterdam Attack,1600,16,9,6,1,1,16,9,6
2020-07,A00,Amsterdam Attack,1800,8,4,3,0,1,6,3,2
2020-07,A00,Amsterdam Attack,2000,3,2,1,0,0,2,2,0
2020-07,A00,Anderssen Opening,600,49,18,28,7,15,32,13,17
2020-07,A00,Anderssen Opening,800,422,166,230,42,66,280,112,154
2020-07,A00,Anderssen Opening,1000,1802,810,893,180,190,1435,671,701
2020-07,A00,Anderssen Opening,1200,2998,1299,1502,186,281,2352,1082,1144
2020-07,A00,Anderssen Opening,1400,3862,1736,1906,253,368,2925,1389,1384
2020-07,A00,Anderssen Opening,1600,5160,2391,2524,309,377,4180,1980,1998
2020-07,A00,Anderssen Opening,1800,3174,1471,1558,185,231,2131,997,1036
2020-07,A00,Anderssen Opening,2000,3428,1666,1573,137,128,2503,1215,1143
2020-07,A00,Anderssen Opening,2200,843,395,375,26,29,535,244,240
2020-07,A00,Anderssen Opening,2400,226,105,96,13,4,157,67,70
2020-07,A00,Anderssen Opening: Polish Gambit,800,2,0,0,0,0,2,0,0
2020-07,A00,Anderssen Opening: Polish Gambit,1000,6,2,2,1,0,4,2,1
2020-07,A00,Anderssen Opening: Polish Gambit,1200,4,1,1,0,1,3,1,1
2020-07,A00,Anderssen Opening: Polish Gambit,1400,13,3,7,3,2,8,2,4
2020-07,A00,Anderssen Opening: Polish Gambit,1600,12,7,3,0,0,9,7,1
2020-07,A00,Anderssen Opening: Polish Gambit,1800,9,5,4,1,1,6,3,3
2020-07,A00,Anderssen Opening: Polish Gambit,2000,4,1,3,1,2,2,0,2
2020-07,A00,Anderssen Opening: Polish Gambit,2200,1,1,0,0,0,0,0,0
2020-07,A00,Barnes Opening: Fool's Mate,600,3,0,3,0,3,2,0,2
2020-07,A00,Barnes Opening: Fool's Mate,800,20,0,20,0,20,11,0,11
2020-07,A00,Barnes Opening: Fool's Mate,1000,27,0,27,0,27,16,0,16
2020-07,A00,Barnes Opening: Fool's Mate,1200,44,0,44,0,44,25,0,25
