month,eco,opening,bin,n,ww,bw,wsw,bsw,n_close,ww_close,bw_close
2021-04,A00,Amar Gambit,800,1,1,0,1,0,1,1,0
2021-04,A00,Amar Gambit,1200,3,1,2,0,2,2,1,1
2021-04,A00,Amar Gambit,1400,1,0,1,0,1,1,0,1
2021-04,A00,Amar Gambit,1800,1,0,1,0,1,0,0,0
2021-04,A00,Amar Opening,600,994,346,566,94,159,683,257,375
2021-04,A00,Amar Opening,800,2341,872,1228,239,369,1409,536,756
2021-04,A00,Amar Opening,1000,3033,1057,1663,239,471,1715,639,924
2021-04,A00,Amar Opening,1200,2760,898,1534,156,454,1318,472,712
2021-04,A00,Amar Opening,1400,2177,721,1211,104,369,1159,423,615
2021-04,A00,Amar Opening,1600,1392,576,735,79,154,761,349,375
2021-04,A00,Amar Opening,1800,1260,592,618,71,99,774,348,394
2021-04,A00,Amar Opening,2000,1330,734,543,79,54,856,463,358
2021-04,A00,Amar Opening,2200,355,152,187,22,18,244,105,132
2021-04,A00,Amar Opening,2400,51,23,23,2,1,38,16,18
2021-04,A00,Amar Opening: Gent Gambit,1200,1,0,1,0,0,1,0,1
2021-04,A00,Amar Opening: Gent Gambit,1600,1,1,0,0,0,1,1,0
2021-04,A00,Amar Opening: Gent Gambit,1800,2,2,0,0,0,2,2,0
2021-04,A00,Amar Opening: Paris Gambit,600,11,3,8,1,3,8,2,6
2021-04,A00,Amar Opening: Paris Gambit,800,41,21,17,2,3,26,17,8
2021-04,A00,Amar Opening: Paris Gambit,1000,84,37,43,11,8,70,32,35
2021-04,A00,Amar Opening: Paris Gambit,1200,101,43,51,13,17,91,38,48
2021-04,A00,Amar Opening: Paris Gambit,1400,67,30,36,6,7,56,26,29
2021-04,A00,Amar Opening: Paris Gambit,1600,69,37,29,6,5,65,35,27
2021-04,A00,Amar Opening: Paris Gambit,1800,39,24,14,3,0,35,22,12
2021-04,A00,Amar Opening: Paris Gambit,2000,36,17,17,2,1,25,12,11
2021-04,A00,Amar Opening: Paris Gambit,2200,12,7,5,0,1,7,3,4
2021-04,A00,Amar Opening: Paris Gambit,2400,3,1,0,0,0,3,1,0
2021-04,A00,Amsterdam Attack,600,1,0,1,0,0,1,0,1
2021-04,A00,Amsterdam Attack,800,4,3,1,1,0,4,3,1
2021-04,A00,Amsterdam Attack,1000,10,5,4,2,0,8,5,2
2021-04,A00,Amsterdam Attack,1200,8,4,4,0,1,8,4,4
2021-04,A00,Amsterdam Attack,1400,26,11,13,3,1,22,10,11
2021-04,A00,Amsterdam Attack,1600,9,6,3,0,0,8,6,2
2021-04,A00,Amsterdam Attack,1800,4,3,1,1,1,3,2,1
2021-04,A00,Amsterdam Attack,2000,5,4,1,1,0,5,4,1
2021-04,A00,Amsterdam Attack,2200,1,1,0,0,0,0,0,0
2021-04,A00,Anderssen Opening,600,660,226,326,50,98,417,152,202
2021-04,A00,Anderssen Opening,800,1276,422,685,81,169,695,246,373
2021-04,A00,Anderssen Opening,1000,2717,1034,1358,183,327,1767,742,857
2021-04,A00,Anderssen Opening,1200,4274,1716,2071,273,398,2851,1287,1336
2021-04,A00,Anderssen Opening,1400,5634,2380,2752,334,487,4309,1934,2068
2021-04,A00,Anderssen Opening,1600,4631,2049,2300,244,323,3575,1648,1727
2021-04,A00,Anderssen Opening,1800,4145,2025,1901,232,239,3304,1619,1508
2021-04,A00,Anderssen Opening,2000,2547,1254,1119,117,141,1918,933,852
2021-04,A00,Anderssen Opening,2200,1258,562,588,49,70,880,397,408
2021-04,A00,Anderssen Opening,2400,322,150,151,12,15,217,109,94
2021-04,A00,Anderssen Opening: Polish Gambit,600,3,0,3,0,0,1,0,1
2021-04,A00,Anderssen Opening: Polish Gambit,800,14,4,7,0,0,10,2,6
2021-04,A00,Anderssen Opening: Polish Gambit,1000,10,7,2,3,1,7,5,2
2021-04,A00,Anderssen Opening: Polish Gambit,1200,19,6,8,1,1,7,1,3
2021-04,A00,Anderssen Opening: Polish Gambit,1400,15,6,7,2,1,11,5,5
2021-04,A00,Anderssen Opening: Polish Gambit,1600,15,7,8,1,0,15,7,8
2021-04,A00,Anderssen Opening: Polish Gambit,1800,2,0,2,0,0,1,0,1
2021-04,A00,Anderssen Opening: Polish Gambit,2000,6,0,6,0,1,5,0,5
2021-04,A00,Anderssen Opening: Polish Gambit,2200,1,0,1,0,1,0,0,0
2021-04,A00,Barnes Opening: Fool's Mate,600,37,0,37,0,37,23,0,23
2021-04,A00,Barnes Opening: Fool's Mate,800,55,0,55,0,55,34,0,34
2021-04,A00,Barnes Opening: Fool's Mate,1000,63,0,63,0,63,38,0,38
2021-04,A00,Barnes Opening: Fool's Mate,1200,72,0,72,0,72,32,0,32
2021-04,A00,Barnes Opening: Fool's Mate,1400,104,0,104,0,104,48,0,48
2021-04,A00,Barnes Opening: Fool's Mate,1600,46,0,46,0,46,16,0,16
2021-04,A00,Barnes Opening: Fool's Mate,1800,32,0,32,0,32,17,0,17
2021-04,A00,Barnes Opening: Fool's Mate,2000,20,0,20,0,20,12,0,12
2021-04,A00,Barnes Opening: Fool's Mate,2200,7,0,7,0,7,4,0,4
2021-04,A00,Barnes Opening: Fool's Mate,2400,9,0,9,0,9,5,0,5
2021-04,A00,Barnes Opening: Gedult Gambit,800,3,2,1,0,0,3,2,1
2021-04,A00,Barnes Opening: Gedult Gambit,1000,7,5,2,0,1,5,4,1
2021-04,A00,Barnes Opening: Gedult Gambit,1200,3,1,2,0,1,2,1,1
2021-04,A00,Barnes Opening: Gedult Gambit,1400,6,5,1,0,0,6,5,1
2021-04,A00,Barnes Opening: Gedult Gambit,1600,5,2,3,0,0,4,2,2
2021-04,A00,Barnes Opening: Gedult Gambit,1800,4,4,0,1,0,4,4,0
2021-04,A00,Barnes Opening: Gedult Gambit,2000,11,6,5,1,0,6,4,2
2021-04,A00,Barnes Opening: Gedult Gambit,2200,4,2,1,0,0,3,1,1
2021-04,A00,Barnes Opening: Gedult Gambit,2400,1,1,0,0,0,1,1,0
2021-04,A00,Barnes Opening: Hammerschlag,600,59,14,44,5,36,38,12,25
2021-04,A00,Barnes Opening: Hammerschlag,800,174,79,87,18,32,122,56,58
2021-04,A00,Barnes Opening: Hammerschlag,1000,426,199,213,37,86,348,173,161
2021-04,A00,Barnes Opening: Hammerschlag,1200,439,217,205,34,73,355,173,167
2021-04,A00,Barnes Opening: Hammerschlag,1400,607,292,301,33,66,500,238,250
2021-04,A00,Barnes Opening: Hammerschlag,1600,521,217,289,22,89,399,161,227
2021-04,A00,Barnes Opening: Hammerschlag,1800,554,254,277,17,72,444,199,227
2021-04,A00,Barnes Opening: Hammerschlag,2000,319,135,171,9,42,242,96,135
2021-04,A00,Barnes Opening: Hammerschlag,2200,117,47,65,4,15,81,30,47
